Generating SQLite file o96_1gpu_3462298_nsys_rank0.sqlite from o96_1gpu_3462298_nsys_rank0.nsys-rep
Processing [o96_1gpu_3462298_nsys_rank0.sqlite] with [/opt/nvidia/hpc_sdk/Linux_aarch64/24.11/profilers/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)       Med (ns)      Min (ns)      Max (ns)      StdDev (ns)    Style                Range             
 --------  ---------------  ---------  -------------  -------------  -----------  -------------  -------------  -------  -------------------------------
     57.5  196,472,765,856        200  982,363,829.3  980,120,784.0  964,217,184  1,146,277,504   19,124,442.7  PushPop  :step                          
     41.7  142,260,038,112        200  711,300,190.6  710,580,688.0  702,666,240    815,789,056    9,834,973.1  PushPop  :backward                      
      0.4    1,348,202,304        200    6,741,011.5    6,435,136.0    5,579,168     65,381,824    4,173,305.9  PushPop  :optimizer                     
      0.3      863,755,808          3  287,918,602.7  375,114,816.0  110,032,128    378,608,864  154,064,111.6  PushPop  NCCL:ncclCommDestroy           
      0.1      290,793,824      4,024       72,264.9       52,848.0        5,824     21,032,832      366,414.3  PushPop  CCCL:cub::DeviceRadixSort      
      0.0      111,092,544      5,676       19,572.3       17,760.0       11,296        156,992        7,470.9  PushPop  CCCL:cub::DeviceReduce::Sum    
      0.0       98,066,176      5,676       17,277.3       12,992.0        9,824      1,122,720       21,897.8  PushPop  CCCL:cub::DeviceSelect::Flagged
      0.0       27,210,720          2   13,605,360.0   13,605,360.0    1,932,896     25,277,824   16,507,356.9  PushPop  cuBLAS:cublasCreate_v2         
      0.0       25,637,728      1,624       15,786.8       12,768.0        9,280      3,852,288       95,357.0  PushPop  CCCL:cub::DeviceSelect::Unique 
      0.0       21,207,808      6,263        3,386.2        2,208.0        1,536        216,832        4,650.5  PushPop  NCCL:ncclAllReduce             
      0.0        2,310,624      1,218        1,897.1        1,760.0        1,152         23,808          910.1  PushPop  NCCL:ncclBroadcast             
      0.0        1,183,648          3      394,549.3      383,552.0      372,512        427,584       29,136.5  PushPop  NCCL:ncclCommFinalize          
      0.0          571,968          1      571,968.0      571,968.0      571,968        571,968            0.0  PushPop  NCCL:ncclCommInitRankConfig    
      0.0           30,432          1       30,432.0       30,432.0       30,432         30,432            0.0  PushPop  NCCL:ncclAllGather             

Processing [o96_1gpu_3462298_nsys_rank0.sqlite] with [/opt/nvidia/hpc_sdk/Linux_aarch64/24.11/profilers/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)   Total Time (ns)   Num Calls      Avg (ns)         Med (ns)       Min (ns)      Max (ns)        StdDev (ns)              Name         
 --------  -----------------  ---------  ----------------  ---------------  ----------  ---------------  ----------------  ----------------------
     39.2  3,432,922,120,000        437   7,855,657,025.2  2,108,756,928.0      13,376  215,425,409,696  28,497,559,116.9  sem_wait              
     22.3  1,949,248,202,144      5,265     370,227,578.8    500,527,104.0       1,024    5,005,239,744     496,859,552.3  poll                  
     16.6  1,448,988,442,016        521   2,781,167,835.0    279,497,024.0       4,864  216,780,357,408  16,845,532,027.4  pthread_cond_wait     
     14.9  1,299,726,046,432      9,146     142,108,686.5    100,064,160.0       1,024  217,096,271,840   3,920,429,999.2  pthread_cond_timedwait
      2.5    218,173,558,976         44   4,958,489,976.7  3,291,788,928.0      14,656   10,000,434,496   4,951,857,857.9  sem_timedwait         
      2.5    217,641,290,176          6  36,273,548,362.7        859,888.0      13,280  217,595,587,040  88,829,296,484.0  epoll_wait            
      1.9    167,287,860,096        631     265,115,467.7         54,976.0       1,024    6,825,765,408   1,102,098,087.4  futex                 
      0.1      4,607,587,808     10,750         428,612.8        197,488.0       1,024      791,196,832      10,764,518.4  open64                
      0.0      2,277,117,280     22,446         101,448.7         13,440.0       1,024       12,060,000         213,538.3  read                  
      0.0      1,972,259,360      6,140         321,214.9         26,816.0       1,024       26,035,232       1,759,773.2  ioctl                 
      0.0      1,405,264,832         12     117,105,402.7     73,471,520.0       3,232      338,152,224     120,638,401.9  sendfile64            
      0.0        924,801,568     16,747          55,221.9          3,648.0       1,952        4,751,424         419,211.4  munmap                
      0.0        885,393,088      2,141         413,541.8          4,448.0       1,056      168,924,320       7,517,443.9  write                 
      0.0        850,804,128         47      18,102,215.5        225,504.0       3,680      368,738,912      75,703,437.3  pthread_join          
      0.0        489,950,144      9,038          54,210.0         54,176.0       5,984          642,336           6,824.1  usleep                
      0.0        471,741,216        362       1,303,152.5         13,360.0       1,024      107,701,568       7,140,417.3  pthread_mutex_lock    
      0.0        423,939,008        793         534,601.5        402,880.0       4,928       10,740,192         921,043.9  writev                
      0.0        327,862,208        158       2,075,077.3      2,055,168.0   2,037,248        5,062,720         239,225.4  nanosleep             
      0.0        204,370,624         24       8,515,442.7      7,434,368.0   5,990,816       15,728,576       2,854,770.4  fork                  
      0.0        146,022,464         94       1,553,430.5          2,096.0       1,760      145,770,528      15,034,802.7  accept                
      0.0        137,933,728        100       1,379,337.3         42,464.0       1,664       26,121,248       4,778,723.7  pthread_rwlock_wrlock 
      0.0         81,567,552     16,920           4,820.8          3,328.0       1,824          229,888           4,641.7  mmap64                
      0.0         80,437,632          8      10,054,704.0     10,055,360.0  10,048,256       10,057,408           2,745.8  clock_nanosleep       
      0.0         65,033,568         95         684,563.9          6,144.0       1,824       33,713,600       4,649,644.6  pipe2                 
      0.0         47,791,136        107         446,646.1        404,640.0     312,928        2,655,200         231,140.6  pthread_create        
      0.0         32,236,032         91         354,242.1         31,712.0       1,344       23,472,448       2,486,526.7  pthread_rwlock_rdlock 
      0.0         27,262,176        372          73,285.4          5,344.0       1,248       12,501,824         821,382.6  fopen                 
      0.0         15,037,952        258          58,286.6         59,984.0      13,376          103,008          10,546.0  connect               
      0.0         12,550,592      3,058           4,104.2          2,368.0       1,024          147,488           5,948.4  pthread_cond_signal   
      0.0         10,176,160      1,215           8,375.4          6,464.0       1,696           36,896           4,407.6  open                  
      0.0          7,902,944        272          29,054.9         30,992.0       1,952          167,104          11,810.8  socket                
      0.0          7,497,056        243          30,852.1         29,440.0       5,408           77,856          11,591.4  recvmsg               
      0.0          5,205,312         68          76,548.7          4,896.0       1,056        2,356,192         308,769.2  waitpid               
      0.0          4,942,720         21         235,367.6        130,496.0       2,304        1,285,984         350,679.0  fopen64               
      0.0          4,509,600        176          25,622.7         18,400.0       3,040          401,568          43,993.7  mmap                  
      0.0          4,137,568        777           5,325.1          1,248.0       1,024        1,057,376          50,757.8  fclose                
      0.0          3,868,736      1,389           2,785.3          1,824.0       1,024          865,504          23,389.8  fgets                 
      0.0          1,853,024         12         154,418.7          5,248.0       3,744        1,781,056         512,268.7  backtrace             
      0.0          1,193,760          2         596,880.0        596,880.0     516,416          677,344         113,793.3  posix_spawn           
      0.0            786,528         49          16,051.6          2,176.0       1,024          588,096          83,801.0  recv                  
      0.0            617,664        177           3,489.6          2,592.0       1,568           20,896           3,210.4  fread                 
      0.0            490,688         99           4,956.4          3,296.0       1,536           29,760           4,882.6  send                  
      0.0            354,016         34          10,412.2          7,456.0       1,472           48,000          10,538.3  shutdown              
      0.0            228,224          3          76,074.7         78,112.0      67,424           82,688           7,833.3  fallocate             
      0.0            226,784        157           1,444.5          1,184.0       1,024            3,392             562.7  fcntl                 
      0.0             98,752         14           7,053.7          4,080.0       2,016           20,736           5,599.1  bind                  
      0.0             47,808         12           3,984.0          3,120.0       1,248           14,912           3,659.4  sigaction             
      0.0             30,688         16           1,918.0          1,136.0       1,024            5,792           1,498.8  waitid                
      0.0             27,776         10           2,777.6          2,160.0       1,152            6,080           1,818.9  listen                
      0.0             20,608         17           1,212.2          1,088.0       1,024            1,920             252.7  dup                   
      0.0             18,240          6           3,040.0          2,096.0       1,632            6,592           1,968.0  epoll_ctl             
      0.0             17,312          4           4,328.0          4,560.0       1,536            6,656           2,394.3  pthread_cond_broadcast
      0.0             15,360          2           7,680.0          7,680.0       1,216           14,144           9,141.5  stat                  
      0.0             14,272          2           7,136.0          7,136.0       4,032           10,240           4,389.7  accept4               
      0.0             13,728          1          13,728.0         13,728.0      13,728           13,728               0.0  pipe                  
      0.0             13,248          2           6,624.0          6,624.0       4,896            8,352           2,443.8  pthread_mutex_trylock 
      0.0             12,128          2           6,064.0          6,064.0       4,384            7,744           2,375.9  stat64                
      0.0             12,064          3           4,021.3          4,448.0       2,784            4,832           1,088.6  fstat64               
      0.0             11,200          2           5,600.0          5,600.0       5,376            5,824             316.8  fflush                
      0.0             10,784          1          10,784.0         10,784.0      10,784           10,784               0.0  mprotect              
      0.0              9,888          7           1,412.6          1,216.0       1,056            2,304             423.5  dup2                  
      0.0              6,016          2           3,008.0          3,008.0       2,240            3,776           1,086.1  fwrite                
      0.0              4,544          1           4,544.0          4,544.0       4,544            4,544               0.0  fputs_unlocked        
      0.0              3,168          1           3,168.0          3,168.0       3,168            3,168               0.0  prctl                 
      0.0              3,136          1           3,136.0          3,136.0       3,136            3,136               0.0  openat64              
      0.0              1,632          1           1,632.0          1,632.0       1,632            1,632               0.0  fcntl64               
      0.0              1,312          1           1,312.0          1,312.0       1,312            1,312               0.0  fputs                 

Processing [o96_1gpu_3462298_nsys_rank0.sqlite] with [/opt/nvidia/hpc_sdk/Linux_aarch64/24.11/profilers/Nsight_Systems/host-linux-armv8/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)    Min (ns)   Max (ns)    StdDev (ns)                         Name                      
 --------  ---------------  ---------  ------------  ------------  --------  -----------  ------------  ------------------------------------------------
     91.6  152,237,249,984     26,657   5,710,967.1       6,336.0       896  320,778,048  33,458,953.5  cudaStreamSynchronize                           
      4.2    6,953,664,320    625,927      11,109.4       8,320.0     1,824   47,308,256     135,684.7  cudaLaunchKernel                                
      0.9    1,518,362,880     89,805      16,907.3       7,040.0     1,504   24,439,744     296,911.2  cudaMemcpyAsync                                 
      0.8    1,353,885,376     90,278      14,996.8       8,832.0     3,328   56,071,392     210,618.4  cuLaunchKernelEx                                
      0.6    1,068,969,280    109,232       9,786.2       6,432.0       192    7,328,672      61,044.6  cudaMemsetAsync                                 
